#,Name,Team,Pos,Pos Det,Games,Health,Snaps,Tackles,Tackles Solo,Tackles Ast,TFL,Sacks,Pass Def,Ints,Fum Forc,Fum Rec,Saf,TD Ret,Ret Yds,STD PTS
178,Gregory Rousseau,BUF,DL,DE,17,,694.0,60.1,22.0,31.1,6.1,7.3,2.2,0.3,1.0,0.5,0.1,0.1,6,108.7
179,Ahkello Witherspoon,LAR,DB,LCB,17,,885.0,55.3,37.4,17.9,1.7,0.0,11.2,2.2,1.0,0.5,0.0,0.3,35,108.5
180,Derrick Brown,CAR,DL,DE,17,,912.0,67.2,27.3,38.5,7.6,1.6,2.6,1.3,0.8,0.4,0.0,0.2,18,108.4
181,Jaire Alexander,BAL,DB,LCB,17,Q,814.0,55.6,37.5,18.0,1.7,0.1,11.2,1.9,1.2,0.6,0.0,0.3,31,108.3
182,Carlton Davis,NE,DB,CB,17,,825.0,62.7,33.3,29.4,1.9,0.0,11.0,1.9,0.8,0.4,0.0,0.2,30,108.2
183,Rasul Douglas,MIA,DB,CB,17,,882.0,63.7,33.6,29.6,2.0,0.5,8.2,1.8,1.1,0.5,0.0,0.2,30,107.9
184,Arden Key,TEN,LB,LOLB,17,,732.0,58.1,21.2,29.4,3.2,9.6,1.8,0.3,0.7,0.4,0.1,0.1,6,107.9
185,Isaiah McDuffie,GB,LB,LOLB,17,,610.0,80.7,33.4,46.3,4.8,0.9,2.7,0.2,0.7,0.4,0.0,0.1,5,107.9
186,Leo Chenal,KC,LB,ROLB,17,,526.0,75.4,30.2,42.3,4.9,2.9,3.1,0.2,0.5,0.3,0.1,0.1,4,107.8
187,Christian Gonzalez,NE,DB,CB,17,Q,920.0,60.7,31.9,28.1,1.7,0.8,10.6,1.8,0.9,0.5,0.0,0.2,30,107.5
188,D.J. Reed,DET,DB,RCB,17,,927.0,61.4,39.7,21.1,2.1,0.5,10.9,0.7,0.9,0.5,0.0,0.1,12,107.5
189,Matt Milano,BUF,LB,WLB,17,,719.0,65.7,34.6,30.3,4.3,0.8,2.7,1.8,1.0,0.5,0.0,0.3,27,107.3
190,Darious Williams,LAR,DB,LCB,17,,910.0,56.4,38.1,18.2,1.8,0.0,9.5,2.1,1.0,0.5,0.0,0.3,34,107.0
191,Jaelan Phillips,MIA,LB,LOLB,17,,585.0,59.6,22.0,30.5,3.5,7.2,3.7,0.8,0.7,0.4,0.1,0.1,13,106.9
192,Talanoa Hufanga,DEN,DB,SS,17,,691.0,71.4,37.9,33.5,2.7,0.1,3.3,1.7,0.8,0.4,0.0,0.2,27,106.8
193,Ahmad Gardner,NYJ,DB,CB,17,,907.0,65.1,34.3,30.3,2.1,0.5,9.5,1.1,0.9,0.5,0.0,0.2,18,106.8
194,Bradley Chubb,MIA,LB,OLB,17,,645.0,59.2,25.4,25.9,3.5,8.0,2.2,0.3,0.8,0.4,0.1,0.1,6,106.8
195,B.J. Hill,CIN,DL,DT,17,Q,707.0,64.5,24.3,36.9,7.3,3.4,3.4,0.7,0.8,0.4,0.1,0.2,11,106.6
196,Taron Johnson,BUF,DB,CB,17,,813.0,64.8,33.9,29.9,1.9,1.0,8.4,1.0,1.1,0.6,0.0,0.2,18,106.6
197,Michael Jackson,CAR,DB,RCB,17,,991.0,58.8,38.3,20.4,1.7,0.0,12.4,1.1,0.9,0.5,0.0,0.1,18,106.4
198,Marshon Lattimore,WAS,DB,RCB,17,,840.0,61.4,40.0,21.3,1.9,0.0,9.4,1.1,0.9,0.4,0.0,0.2,18,105.7
199,Denzel Perryman,LAC,LB,MLB,17,,527.0,77.1,36.3,40.0,5.0,1.1,1.4,0.2,0.5,0.3,0.0,0.1,5,105.7
200,Nakobe Dean,PHI,LB,RILB,11,O,549.0,74.9,31.8,41.4,4.8,1.7,2.5,0.5,0.6,0.3,0.0,0.1,8,105.6
201,Kyle Van Noy,BAL,LB,OLB,17,,571.0,52.7,21.3,21.7,2.6,10.4,2.0,0.3,0.8,0.4,0.2,0.1,6,105.5
202,Kelee Ringo,PHI,DB,CB,17,,860.0,58.7,31.0,27.4,1.7,0.2,9.7,2.4,0.9,0.5,0.0,0.3,38,105.5
203,Tykee Smith,TB,DB,SS,17,,696.0,62.8,33.3,29.4,2.1,0.1,7.2,2.2,0.9,0.5,0.0,0.3,35,105.4
204,Mike Hughes,ATL,DB,LCB,17,,887.0,61.3,41.4,19.8,2.0,0.1,9.6,0.6,0.9,0.5,0.0,0.1,11,105.0
205,Zach Harrison,ATL,DL,DE,17,,590.0,58.8,22.5,31.7,6.4,5.8,3.2,0.4,0.6,0.3,0.1,0.1,7,104.9
206,Kyler Gordon,CHI,DB,DB,17,Q,764.0,67.0,38.9,27.3,2.2,0.8,5.9,0.8,0.8,0.4,0.0,0.1,14,104.9
207,Joey Porter,PIT,DB,CB,17,,926.0,65.5,34.7,30.7,1.9,0.0,8.6,1.0,1.1,0.5,0.0,0.2,18,104.5
208,Vita Vea,TB,DL,NT,17,,663.0,60.9,22.6,32.1,6.5,5.9,1.4,0.4,0.9,0.4,0.1,0.1,7,104.4
209,Denzel Ward,CLE,DB,LCB,17,,765.0,51.9,35.1,16.8,1.6,0.0,12.6,2.1,0.9,0.4,0.0,0.2,33,104.4
210,Billy Bowman Jr.,ATL,DB,S,17,,887.0,65.9,41.5,24.4,2.5,0.0,4.9,1.0,0.9,0.5,0.0,0.2,17,104.4
211,Xavier Watts,ATL,DB,FS,17,,887.0,69.1,38.2,30.9,2.5,0.0,4.9,1.0,0.9,0.5,0.0,0.2,17,104.4
212,Ronnie Hickman,CLE,DB,FS,17,,694.0,71.9,39.7,32.1,2.7,0.1,3.2,0.9,0.8,0.4,0.0,0.1,15,104.2
213,YaYa Diaby,TB,LB,ROLB,17,,689.0,65.3,24.8,34.7,4.2,5.6,1.1,0.4,0.9,0.5,0.1,0.1,7,103.8
214,Jonathon Cooper,DEN,LB,LOLB,17,,699.0,60.1,21.9,30.5,3.3,7.6,1.7,0.5,0.8,0.4,0.1,0.1,9,103.4
215,Cole Bishop,BUF,DB,SS,17,,712.0,69.6,36.9,32.5,2.6,0.2,4.2,0.8,1.0,0.5,0.0,0.1,14,102.6
216,Jarvis Brownlee Jr.,TEN,DB,CB,17,,852.0,64.5,34.2,30.2,2.0,0.1,8.8,1.0,0.8,0.4,0.0,0.1,17,102.2
217,Jamel Dean,TB,DB,RCB,17,,849.0,58.5,38.2,20.3,1.7,0.0,8.9,1.0,1.1,0.6,0.0,0.2,18,102.2
218,Javon Hargrave,MIN,DL,NT,17,,637.0,58.9,21.6,30.7,6.3,6.2,1.3,0.4,0.8,0.4,0.1,0.1,7,102.1
219,Demarcus Lawrence,SEA,LB,OLB,17,,624.0,58.4,26.0,26.6,3.7,6.6,1.7,0.4,0.7,0.3,0.1,0.1,7,102.1
220,Tariq Woolen,SEA,DB,CB,17,,896.0,54.2,28.8,25.4,1.6,0.0,11.6,2.3,1.0,0.5,0.0,0.3,36,102.0
221,Jalen Carter,PHI,DL,DE,17,,821.0,54.4,19.7,27.8,5.5,6.5,4.4,0.3,0.9,0.4,0.1,0.1,6,101.8
222,Keion White,NE,LB,OLB,17,,737.0,61.2,28.2,28.8,3.9,4.3,4.2,0.3,0.7,0.4,0.1,0.1,6,101.7
223,Tyrique Stevenson,CHI,DB,CB,17,,806.0,57.8,30.7,27.1,1.7,0.0,10.8,1.9,0.8,0.4,0.0,0.2,30,101.7
224,Payton Wilson,PIT,LB,RILB,17,,518.0,74.4,32.3,42.0,4.5,0.2,2.4,0.8,0.6,0.3,0.0,0.1,12,101.7
225,Jevon Holland,NYG,DB,FS,17,,927.0,67.2,36.8,29.8,2.4,0.7,3.9,0.7,1.0,0.5,0.0,0.1,13,101.2
226,Evan Williams,GB,DB,FS,17,,665.0,67.0,37.0,29.9,2.4,0.1,4.3,1.1,0.8,0.4,0.0,0.2,18,100.9
227,Isaac Yiadom,NO,DB,RCB,17,,757.0,56.0,36.5,19.5,1.9,0.0,9.3,1.6,0.7,0.3,0.0,0.2,26,100.6
228,Nik Bonitto,DEN,LB,ROLB,17,,603.0,53.6,18.6,26.0,2.7,9.0,2.7,0.6,0.7,0.3,0.1,0.1,9,100.4
229,Calen Bullock,HOU,DB,FS,17,,890.0,55.3,30.5,24.7,1.8,0.1,8.4,2.3,0.9,0.5,0.0,0.3,37,99.7
230,Uchenna Nwosu,SEA,LB,WLB,17,,524.0,61.1,30.8,26.9,4.0,3.9,2.5,0.4,0.6,0.3,0.1,0.1,6,99.6
231,Darius Slay,PIT,DB,LCB,17,,805.0,52.7,35.6,17.1,1.6,0.0,12.2,1.0,0.9,0.5,0.0,0.2,18,99.6
232,Cameron Mitchell,CLE,DB,CB,17,,754.0,62.4,32.4,28.6,1.8,1.3,7.7,0.6,0.9,0.4,0.0,0.1,11,99.1
233,Renardo Green,SF,DB,CB,17,,720.0,60.7,32.2,28.5,1.8,0.1,9.5,1.0,0.9,0.4,0.0,0.2,17,99.1
234,Braden Fiske,LAR,DL,DE,17,,588.0,50.4,18.2,25.6,5.0,8.7,0.9,0.3,0.7,0.3,0.1,0.1,6,98.9
235,Josh Sweat,ARI,LB,ROLB,17,,648.0,55.9,20.6,28.8,3.3,7.5,2.4,0.3,0.7,0.4,0.1,0.1,5,98.8
236,Coby Bryant,SEA,DB,FS,17,,733.0,59.9,33.1,26.8,2.0,0.1,5.2,2.0,0.8,0.4,0.0,0.3,33,98.5
237,Joey Bosa,BUF,DL,DE,17,,564.0,50.0,17.1,24.1,4.7,9.2,1.1,0.3,0.8,0.4,0.1,0.1,5,98.3
238,Deonte Banks,NYG,DB,CB,17,,900.0,58.0,30.8,27.2,1.6,0.0,10.5,1.1,1.0,0.5,0.0,0.2,19,98.2
239,Calais Campbell,ARI,DL,DE,17,,576.0,54.7,20.8,29.3,6.0,5.3,3.9,0.3,0.6,0.3,0.1,0.1,5,97.8
240,Cooper DeJean,PHI,DB,DB,17,,860.0,58.8,34.0,23.9,1.6,0.8,8.5,0.6,0.9,0.5,0.0,0.1,11,97.6
241,Tershawn Wharton,CAR,DL,DE,17,,621.0,49.9,17.9,25.3,4.9,8.0,2.5,0.4,0.6,0.3,0.1,0.1,7,97.6
242,Nate Hobbs,GB,DB,LCB,17,,777.0,54.3,36.3,17.4,1.8,0.6,8.0,1.1,0.9,0.5,0.0,0.2,18,97.5
243,Kwity Paye,IND,DL,DE,17,Q,636.0,54.0,19.2,27.0,5.2,7.5,1.0,0.2,0.8,0.4,0.1,0.1,4,97.3
244,Elandon Roberts,LV,LB,ILB,17,,527.0,68.1,31.9,34.4,4.6,1.8,1.3,0.2,0.6,0.3,0.0,0.1,4,97.2
245,Garrett Williams,ARI,DB,CB,17,,762.0,55.3,29.3,25.9,1.7,0.1,8.0,2.3,0.8,0.4,0.0,0.3,36,97.2
246,Darnell Savage,JAC,DB,SS,17,,841.0,62.5,33.1,29.3,2.4,0.1,6.7,0.8,0.8,0.4,0.0,0.1,14,96.8
247,Osa Odighizuwa,DAL,DL,DT,17,,783.0,58.7,21.8,33.1,6.4,4.4,1.4,0.2,0.9,0.4,0.1,0.1,5,96.7
248,Rashan Gary,GB,DL,DE,17,,568.0,53.3,19.0,26.8,5.4,7.2,1.4,0.2,0.7,0.3,0.1,0.1,4,96.4
249,Patrick Surtain II,DEN,DB,LCB,17,,892.0,47.1,31.8,15.2,1.4,0.0,11.3,1.9,1.0,0.5,0.0,0.2,31,95.8
250,Jaylon Johnson,CHI,DB,CB,17,Q,952.0,53.2,28.3,25.0,1.6,0.0,9.5,2.0,1.0,0.5,0.0,0.3,32,95.8
251,Odafe Oweh,BAL,LB,OLB,17,,537.0,51.8,21.9,22.3,2.8,8.2,1.0,0.2,0.8,0.4,0.1,0.1,5,95.7
252,Malcolm Koonce,LV,DL,DE,17,,578.0,47.8,16.4,23.2,4.6,8.6,1.7,0.5,0.7,0.3,0.1,0.1,8,95.4
253,Tuli Tuipulotu,LAC,LB,LOLB,17,,669.0,53.8,19.9,27.7,3.1,7.3,2.4,0.2,0.7,0.3,0.1,0.1,4,95.0
254,Jalen Redmond,MIN,DL,DE,17,,593.0,57.1,22.1,31.2,6.2,3.5,3.3,0.4,0.7,0.4,0.1,0.1,7,94.9
255,Devin Bush,CLE,LB,ROLB,17,,758.0,68.2,28.4,39.8,4.3,0.0,2.5,0.7,0.9,0.4,0.0,0.1,12,94.6
256,Von Miller,WAS,DL,RDE,17,,568.0,48.2,21.5,19.0,5.1,7.1,1.3,0.6,0.6,0.3,0.1,0.1,9,94.3
257,Bryan Bresee,NO,DL,DT,17,,617.0,48.0,16.1,24.5,4.7,8.3,2.6,0.3,0.5,0.3,0.1,0.1,5,94.2
258,Kaiir Elam,DAL,DB,CB,17,,706.0,60.8,32.3,28.5,1.8,0.1,7.8,0.7,0.8,0.4,0.0,0.1,12,94.2
259,Oren Burks,CIN,LB,ROLB,17,,588.0,64.6,26.4,37.0,4.1,1.2,3.1,0.8,0.6,0.3,0.0,0.1,13,93.9
260,Chau Smith-Wade,CAR,DB,CB,17,,742.0,57.0,30.2,26.7,1.7,0.1,7.4,1.7,0.7,0.3,0.0,0.2,26,93.8
261,Roger McCreary,TEN,DB,CB,17,,704.0,58.9,30.5,26.9,1.6,1.8,5.8,0.7,0.7,0.3,0.0,0.1,12,93.5
262,Tony Adams,NYJ,DB,SS,17,,503.0,61.8,32.6,28.8,2.4,0.4,4.2,1.2,0.5,0.3,0.0,0.1,19,92.9
263,Kristian Fulton,KC,DB,RCB,17,,785.0,54.0,35.2,18.8,1.6,0.0,8.9,0.7,0.8,0.4,0.0,0.1,13,92.8
264,Isaiah McGuire,CLE,DL,DE,17,,588.0,56.5,21.8,30.7,6.2,4.0,1.2,0.4,0.7,0.3,0.1,0.1,7,92.8
265,Chase Young,NO,LB,OLB,17,,644.0,49.0,20.9,21.3,2.7,7.6,2.5,0.3,0.6,0.3,0.1,0.1,5,92.4
266,Sebastian Joseph-Day,TEN,DL,DE,17,,576.0,54.9,21.3,30.1,6.1,4.5,1.6,0.2,0.6,0.3,0.1,0.1,4,92.2
267,Quinnen Williams,NYJ,DL,DT,17,,674.0,53.0,19.4,29.4,5.7,4.9,0.7,0.7,0.7,0.3,0.1,0.2,11,92.2
268,Christian Barmore,NE,DL,NT,17,,587.0,51.1,18.5,26.4,5.3,6.5,1.3,0.3,0.6,0.3,0.1,0.1,5,92.0
269,Joseph Ossai,CIN,DL,DE,17,,585.0,54.6,20.6,29.0,5.8,5.2,1.0,0.2,0.6,0.3,0.1,0.1,4,91.8
270,Gervon Dexter,CHI,DL,DT,17,,662.0,55.0,19.7,29.9,5.8,5.1,1.4,0.2,0.7,0.3,0.1,0.1,4,91.7
271,Ed Oliver,BUF,DL,DT,17,,660.0,48.7,16.8,25.5,4.9,6.7,0.9,0.6,0.9,0.5,0.1,0.1,10,91.5
272,Jarran Reed,SEA,DL,DE,17,,607.0,51.5,19.4,27.3,5.5,5.5,2.1,0.2,0.7,0.3,0.1,0.1,5,91.4
273,Marcus Davenport,DET,DL,DE,17,,639.0,48.8,17.4,24.6,4.9,6.9,1.8,0.4,0.6,0.3,0.1,0.1,7,91.4
274,Michael Danna,KC,DL,DE,17,,597.0,54.5,20.6,29.1,5.8,4.7,1.7,0.2,0.6,0.3,0.1,0.1,4,91.1
275,Amik Robertson,DET,DB,CB,17,,718.0,55.6,29.2,25.8,1.6,0.6,8.5,0.9,0.7,0.4,0.0,0.1,15,90.9
276,Terrion Arnold,DET,DB,CB,17,Q,889.0,57.0,30.2,26.7,1.5,0.1,9.4,0.4,0.9,0.4,0.0,0.1,9,90.8
277,Dorance Armstrong,WAS,DL,DE,17,,605.0,51.6,18.6,26.2,5.1,6.3,1.0,0.3,0.6,0.3,0.1,0.1,6,90.6
278,Greg Newsome II,CLE,DB,RCB,17,Q,754.0,49.5,32.1,17.1,1.5,0.3,7.7,1.5,0.9,0.4,0.0,0.2,25,90.5
279,Jeff Okudah,MIN,DB,RCB,17,,738.0,53.1,34.6,18.4,1.8,0.0,8.1,0.5,0.9,0.5,0.0,0.1,10,90.5
280,Andru Phillips,NYG,DB,CB,17,,693.0,56.1,29.2,25.8,1.6,1.2,5.3,1.1,0.8,0.4,0.0,0.2,19,90.1
281,Carson Schwesinger,CLE,LB,MLB,17,,536.0,64.9,30.8,34.0,4.2,0.0,2.2,0.5,0.6,0.3,0.0,0.1,8,90.1
282,Isaiah Rodgers,MIN,DB,CB,17,,738.0,55.7,29.5,26.1,1.7,0.1,8.5,0.7,0.9,0.5,0.0,0.1,12,89.9
283,Patrick Jones,CAR,LB,LOLB,17,,528.0,55.3,21.0,29.2,3.2,6.0,1.1,0.2,0.5,0.2,0.1,0.1,4,89.9
284,Damar Hamlin,BUF,DB,SS,17,,613.0,59.5,31.6,27.9,2.1,0.1,3.4,1.1,0.8,0.4,0.0,0.2,19,89.4
285,Storm Duck,MIA,DB,CB,17,,734.0,56.2,29.8,26.3,1.7,0.1,8.0,0.6,0.9,0.4,0.0,0.1,11,89.4
286,Harrison Phillips,NYJ,DL,DT,17,,604.0,56.5,21.6,32.8,6.5,2.4,2.9,0.2,0.6,0.3,0.0,0.1,4,89.4
287,Donte Jackson,LAC,DB,LCB,17,,816.0,45.4,30.7,14.7,1.2,0.0,9.1,1.9,0.8,0.4,0.0,0.2,31,89.4
288,Marcus Jones,NE,DB,CB,17,,673.0,55.4,29.4,26.0,1.6,0.1,8.8,0.8,0.7,0.3,0.0,0.1,14,89.1
289,David Onyemata,ATL,DL,NT,17,,590.0,51.1,19.5,27.7,5.7,4.9,1.3,0.3,0.6,0.3,0.1,0.1,5,88.8
290,Montez Sweat,CHI,DL,DE,17,,610.0,45.1,15.2,21.5,4.3,8.2,2.2,0.2,0.6,0.3,0.1,0.1,4,88.6
291,Kool-Aid McKinstry,NO,DB,CB,17,,760.0,55.6,29.5,26.0,1.7,0.1,8.2,0.7,0.7,0.3,0.0,0.1,13,87.9
292,Maliek Collins,CLE,DL,DT,17,,682.0,51.7,18.5,28.2,5.4,5.0,0.8,0.3,0.8,0.4,0.1,0.1,5,87.7
293,Dee Winters,SF,LB,ROLB,17,,566.0,59.6,24.4,34.1,3.5,1.4,4.5,0.3,0.7,0.4,0.0,0.1,5,87.6
294,Jarrian Jones,JAC,DB,CB,17,,689.0,49.6,25.8,22.8,1.4,1.1,8.3,1.4,0.7,0.3,0.0,0.2,22,87.5
295,Cam Hart,LAC,DB,CB,17,,685.0,52.3,27.4,24.2,1.4,0.8,8.6,0.8,0.7,0.4,0.0,0.1,13,87.1
296,Broderick Washington,BAL,DL,DE,17,,563.0,49.8,19.1,27.0,5.4,4.0,2.6,0.3,0.8,0.4,0.1,0.1,7,86.9
297,Poona Ford,LAR,DL,NT,17,,588.0,47.8,18.4,26.2,5.3,4.2,2.4,0.7,0.7,0.3,0.1,0.2,11,86.8
298,Max Melton,ARI,DB,CB,17,,735.0,54.5,28.9,25.5,1.5,0.1,7.7,0.7,0.8,0.4,0.0,0.1,12,86.3
299,Cameron Jordan,NO,DL,DE,17,,593.0,49.5,19.2,27.1,5.4,3.6,2.9,0.6,0.5,0.3,0.1,0.1,9,85.9
300,Devonte Wyatt,GB,DL,DT,17,,511.0,50.3,17.8,27.0,5.2,5.4,0.9,0.3,0.6,0.3,0.1,0.1,5,85.8
301,Josh Jobe,SEA,DB,CB,17,,705.0,51.1,27.1,23.9,1.4,0.1,9.3,0.9,0.8,0.4,0.0,0.1,15,85.6
302,Nate Wiggins,BAL,DB,CB,17,,682.0,49.7,26.4,23.3,1.4,0.1,9.8,0.8,1.0,0.5,0.0,0.1,14,85.4
303,Nolan Smith,PHI,LB,LOLB,17,,562.0,49.5,17.9,24.9,2.7,6.3,2.2,0.3,0.6,0.3,0.1,0.1,5,85.2
304,Eric Stokes,LV,DB,RCB,17,,746.0,52.6,34.3,18.3,1.5,0.1,5.6,0.5,0.8,0.4,0.0,0.1,10,85.2
305,Jaylon Carlies,IND,LB,LOLB,13,,436.0,59.3,23.8,33.1,3.7,2.4,1.8,0.2,0.5,0.3,0.0,0.1,5,85.1
306,Laiatu Latu,IND,DL,DE,17,,573.0,48.4,18.0,25.4,5.0,4.8,1.6,0.3,0.7,0.3,0.1,0.1,6,84.4
307,Rakeem Nunez-Roches,NYG,DL,DE,17,,644.0,53.2,21.3,30.1,6.1,2.1,2.3,0.2,0.7,0.4,0.0,0.1,4,84.1
308,Haason Reddick,TB,LB,SLB,17,,552.0,47.0,21.7,19.6,2.9,5.4,2.1,0.2,0.7,0.4,0.1,0.1,5,84.0
309,John Franklin-Myers,DEN,DL,DE,17,,572.0,48.4,17.9,25.3,5.0,5.2,1.0,0.3,0.6,0.3,0.1,0.1,5,83.9
310,Kyu Blu Kelly,LV,DB,CB,17,Q,746.0,51.9,27.5,24.3,1.5,0.0,7.7,0.7,0.8,0.4,0.0,0.1,13,83.6
311,Da’Ron Payne,WAS,DL,DT,17,,644.0,52.8,19.6,29.8,5.8,3.1,1.4,0.2,0.7,0.3,0.1,0.1,4,83.5
312,Marist Liufau,DAL,LB,ROLB,17,,542.0,57.1,23.1,32.3,3.5,1.9,3.0,0.2,0.6,0.3,0.0,0.1,5,83.1
313,Grover Stewart,IND,DL,DT,17,,597.0,52.8,20.0,30.4,6.0,2.2,2.3,0.2,0.7,0.4,0.0,0.1,4,82.8
314,T’Vondre Sweat,TEN,DL,NT,17,Q,653.0,53.4,21.5,30.6,6.3,1.6,1.4,0.4,0.6,0.3,0.0,0.1,6,82.6
315,Brandon Codrington,BUF,DB,CB,17,,666.0,50.5,26.7,23.6,1.4,0.2,8.2,0.5,0.9,0.5,0.0,0.1,10,82.4
316,Devin White,LV,LB,ROLB,17,,527.0,56.1,22.9,32.0,3.6,1.3,1.6,0.9,0.6,0.3,0.0,0.2,14,82.4
317,Upton Stout,SF,DB,CB,17,Q,720.0,51.3,27.2,24.0,1.5,0.0,7.5,0.6,0.9,0.4,0.0,0.1,12,82.3
318,Marshawn Kneeland,DAL,DL,DE,17,,583.0,51.3,20.5,28.9,5.8,2.1,2.4,0.3,0.7,0.3,0.0,0.1,6,82.0
319,Jonathan Allen,MIN,DL,DE,17,,593.0,50.0,19.2,27.1,5.4,3.5,1.3,0.2,0.7,0.4,0.1,0.1,5,81.8
320,Baron Browning,ARI,LB,LOLB,17,,537.0,49.0,18.7,26.0,2.9,4.9,1.3,0.4,0.6,0.3,0.1,0.1,7,81.2
321,Segun Olubi,IND,LB,ROLB,17,,576.0,54.3,22.3,31.2,3.4,0.8,2.1,1.1,0.7,0.4,0.0,0.2,17,81.0
322,Isaiah Oliver,NYJ,DB,RCB,17,,584.0,47.7,30.8,16.4,1.6,0.7,5.4,0.9,0.6,0.3,0.0,0.1,14,81.0
323,Craig Woodson,NE,DB,FS,17,,673.0,55.0,30.4,24.6,2.0,0.0,3.7,0.5,0.7,0.3,0.0,0.1,10,80.8
324,Quinyon Mitchell,PHI,DB,CB,17,,884.0,47.1,25.0,22.0,1.3,0.1,10.4,0.4,1.0,0.5,0.0,0.1,9,80.8
325,Maason Smith,JAC,DL,DT,17,,528.0,44.2,15.8,24.0,4.6,5.2,2.4,0.4,0.5,0.3,0.1,0.1,6,80.8
326,Travis Jones,BAL,DL,DT,17,,573.0,52.1,20.0,30.4,6.0,1.8,0.7,0.3,0.8,0.4,0.0,0.1,5,80.1
327,Will Johnson,ARI,DB,CB,17,,735.0,48.6,25.8,22.8,1.4,0.0,7.7,0.9,0.8,0.4,0.0,0.1,15,80.1
328,Byron Young,PHI,LB,RDE,17,,718.0,44.3,20.5,18.1,2.8,5.4,1.5,0.2,0.8,0.4,0.1,0.1,4,79.8
329,Josh Blackwell,CHI,DB,CB,17,,683.0,45.9,24.3,21.5,1.3,0.1,8.5,1.1,0.7,0.3,0.0,0.2,19,79.3
330,Khyiris Tonga,NE,DL,DE,17,,587.0,53.1,21.8,30.7,6.3,0.6,1.4,0.4,0.6,0.3,0.0,0.1,7,79.1
331,Derrick Barnes,DET,LB,OLB,17,,633.0,53.2,25.9,26.4,3.6,0.9,2.9,0.2,0.6,0.3,0.0,0.1,4,79.0
332,Logan Hall,TB,DL,DE,17,,573.0,45.8,17.3,24.4,4.9,4.0,1.6,0.3,0.8,0.4,0.1,0.1,6,78.8
333,Lukas Van Ness,GB,DL,DT,17,,511.0,47.3,17.0,25.9,5.0,4.3,0.8,0.2,0.6,0.3,0.1,0.1,5,78.8
334,Dayo Odeyingbo,CHI,DL,DE,17,,644.0,43.5,15.5,21.9,4.4,5.9,1.0,0.2,0.6,0.3,0.1,0.1,4,78.7
335,Jason Marshall Jr.,MIA,DB,CB,17,,734.0,48.2,25.6,22.6,1.5,0.0,7.6,0.6,0.9,0.4,0.0,0.1,11,78.6
336,D.J. Turner,CIN,DB,CB,17,,694.0,48.3,25.4,22.4,1.2,0.5,9.0,0.1,0.7,0.4,0.0,0.1,4,78.5
337,Roy Robertson-Harris,NYG,DL,DE,17,,601.0,45.4,17.4,24.6,4.9,3.9,2.0,0.2,0.7,0.3,0.1,0.1,4,78.4
338,Javon Kinlaw,WAS,DL,DT,17,,600.0,48.0,17.4,26.5,5.2,3.7,0.7,0.3,0.6,0.3,0.1,0.1,5,78.2
339,Grady Jarrett,CHI,DL,DT,17,,669.0,49.6,18.6,28.3,5.5,2.6,0.7,0.2,0.7,0.3,0.0,0.1,4,77.0
340,Trey Amos,WAS,DB,CB,17,,668.0,48.2,25.6,22.6,1.4,0.0,6.9,0.7,0.7,0.3,0.0,0.1,12,76.8
341,Davon Godchaux,NO,DL,DT,17,,623.0,54.0,21.4,32.5,6.5,0.2,1.2,0.2,0.5,0.3,0.0,0.1,4,76.7
342,Jahdae Barron,DEN,DB,CB,17,,714.0,46.7,24.8,21.9,1.4,0.0,7.4,0.6,0.8,0.4,0.0,0.1,11,76.0
343,Christian Harris,HOU,LB,LOLB,17,,522.0,55.8,22.8,31.7,3.3,1.1,1.6,0.2,0.5,0.3,0.0,0.1,4,76.0
344,Ruke Orhorhoro,ATL,DL,DE,17,,590.0,46.4,18.7,26.3,5.3,1.8,1.6,0.5,0.6,0.3,0.0,0.1,8,75.1
345,Mazi Smith,DAL,DL,DT,17,,530.0,49.5,19.0,28.8,5.7,1.9,0.8,0.2,0.6,0.3,0.0,0.1,4,74.8
346,Da’Shawn Hand,LAC,DL,DE,17,,579.0,45.2,17.8,25.0,5.1,2.8,1.6,0.3,0.6,0.3,0.0,0.1,5,74.8
347,Otito Ogbonnia,LAC,DL,DE,17,,579.0,49.7,20.3,28.6,5.7,0.9,1.9,0.2,0.6,0.3,0.0,0.1,4,74.8
348,Jacob Parrish,TB,DB,CB,17,,668.0,45.0,23.9,21.1,1.4,0.0,7.0,0.8,0.9,0.4,0.0,0.1,14,74.7
349,Teair Tart,LAC,DL,DT,17,,527.0,45.8,17.5,26.6,5.2,2.0,1.5,0.7,0.5,0.3,0.0,0.1,10,74.5
350,Byron Murphy II,SEA,DL,DT,17,,591.0,48.4,18.7,28.5,5.6,1.4,0.9,0.4,0.7,0.3,0.0,0.1,7,74.0
351,Jordan Magee,WAS,LB,LOLB,17,,516.0,47.8,18.6,25.8,2.8,3.1,1.7,0.5,0.5,0.3,0.0,0.1,8,74.0
352,Chuck Clark,PIT,DB,SS,17,,549.0,50.6,26.5,23.4,1.9,0.8,2.6,0.3,0.6,0.3,0.0,0.1,6,74.0
353,Tim Settle,HOU,DL,DT,17,,561.0,45.7,16.5,25.1,4.8,3.6,0.7,0.2,0.6,0.3,0.1,0.1,4,73.6
354,A’Shawn Robinson,CAR,DL,DE,17,,465.0,46.6,18.4,25.9,5.2,2.6,1.0,0.2,0.4,0.2,0.0,0.0,3,73.4
